Movie_name,Movie_release_date,Ratings,Wikipedia_movie_ID,Actor_ethnicity,Movie_countries,Nomination
Bullets Over Broadway,1994,7.4,1055089.0,Jewish people,{'United States of America'},False
Bullets or Ballots,1936,7.0,14566842.0,Jewish people,{'United States of America'},False
Bullhead,2011,7.3,31098672.0,Dutch,{'Belgium'},True
Bullitt,1968,7.4,433285.0,Scottish Americans,{'United States of America'},True
Bullseye!,1990,4.5,10160111.0,English people,"{'United States of America', 'United Kingdom'}",False
Bully,2001,6.9,432364.0,Jewish people,"{'United States of America', 'France'}",False
Bulworth,1998,6.8,907949.0,African Americans,{'United States of America'},True
Bumm Bumm Bole,2010,6.3,26705991.0,Bengali,{'India'},False
Bundal Baaz,1976,6.6,20903266.0,Indian,{'India'},False
Bundle of Joy,1956,6.0,21204995.0,White Americans,{'United States of America'},False
Bungee Jumping of Their Own,2001,6.9,3776666.0,Koreans,{'South Korea'},False
Bunker Bean,1936,5.9,2177967.0,Scottish Americans,{'United States of America'},False
Bunny,2005,5.8,5405042.0,Telugu people,{'India'},True
Bunny Drop,2011,7.1,31011459.0,Japanese people,{'Japan'},False
Bunny Whipped,2007,3.2,27937887.0,Irish Americans,{'United States of America'},False
Bunraku,2010,6.1,17123071.0,Catalan people,{'United States of America'},False
Bunty Aur Babli,2005,6.2,2051678.0,Indian,{'India'},True
Burden of Dreams,1982,7.9,3423769.0,Sicilian Americans,{'United States of America'},False
Bureau of Missing Persons,1933,6.5,14452341.0,Irish Americans,{'United States of America'},False
Burglar,1987,5.1,5943254.0,Jewish people,"{'United States of America', 'Canada'}",False
Burke & Wills,1985,6.3,1269856.0,Italian Australian,{'Australia'},False
Burke and Hare,2010,6.1,26072991.0,English people,{'United Kingdom'},False
Burlesque,2010,6.4,24473950.0,Armenians,{'United States of America'},False
Burlesque,2010,6.9,24473950.0,Armenians,{'United States of America'},False
Burn 'Em Up Barnes,1934,6.5,9631686.0,Irish people,{'United States of America'},False
Burn 'Em Up Barnes,1934,5.2,9631686.0,Irish people,{'United States of America'},False
Burn After Reading,2008,7.0,8344046.0,Croatian Americans,"{'United States of America', 'United Kingdom', 'France'}",False
Burn!,1969,7.1,3222550.0,Dutch Americans,{'Italy'},False
Burning Palms,2010,5.3,20015850.0,Dominican Americans,{'United States of America'},False
Burnt Money,2000,7.0,6090730.0,Spaniards,"{'Argentina', 'Uruguay', 'Spain'}",False
Burnt Offerings,1976,6.4,3954720.0,English people,{'United States of America'},False
Burnt by the Sun,1994,7.8,3132962.0,Russians,"{'Russia', 'France'}",True
Burnt by the Sun 2,2010,4.3,26978561.0,Russians,"{'Germany', 'Russia', 'France'}",False
Bus Conductor,2005,4.1,5921096.0,Malayali,{'India'},False
Bus Riley's Back in Town,1965,6.0,21930164.0,Swedish Americans,{'United States of America'},False
Bus Stop,1956,6.3,561934.0,Norwegian Americans,{'United States of America'},True
Bush Christmas,1983,5.2,2503050.0,Irish people,{'Australia'},False
Bushwhacked,1995,5.6,1619410.0,Jewish people,{'United States of America'},False
Business and Pleasure,1932,6.1,17061845.0,Cherokee,{'United States of America'},False
Buster,1988,5.9,606614.0,English people,{'United Kingdom'},True
Buster and Billie,1974,6.9,11954401.0,Swedish Americans,{'United States of America'},False
Bustin' Loose,1981,6.0,2046763.0,Germans,{'United States of America'},False
Busting,1974,6.4,12098561.0,Jewish people,{'United States of America'},False
But I'm a Cheerleader,1999,6.8,770156.0,African Americans,{'United States of America'},False
But Not for Me,1959,6.3,20195915.0,Germans,{'United States of America'},False
But Not in Vain,1948,7.8,28377370.0,Jewish people,{'Netherlands'},False
Butch Cassidy and the Sundance Kid,1969,8.0,99031.0,Slovak Americans,{'United States of America'},True
Butch and Sundance: The Early Days,1979,5.7,10245832.0,Irish Americans,{'United States of America'},True
Butter,1998,4.3,25747880.0,African Americans,{'United States of America'},False
Butter,2011,6.2,27123043.0,Irish Americans,{'United States of America'},False
Butterflies,1993,6.4,26013008.0,Indian,{'India'},False
Butterflies,2009,8.4,24100122.0,Italian Americans,{'United States of America'},False
Butterflies Are Free,1972,7.2,1397198.0,African Americans,{'United States of America'},True
Butterfly,1999,7.6,5104358.0,Spaniards,{'Spain'},False
Butterfly and Sword,1993,5.9,11120865.0,Hongkongers,{'Hong Kong'},False
Buying the Cow,2002,5.8,11464636.0,British Americans,{'United States of America'},False
By Candlelight,1933,6.7,25079845.0,Jewish people,{'United States of America'},False
By Love Possessed,1961,5.4,21752299.0,Jewish people,{'United States of America'},False
By the Light of the Silvery Moon,1953,7.0,3409107.0,White Americans,{'United States of America'},False
By the People: The Election of Barack Obama,2009,6.2,24124394.0,Italians,{'United States of America'},False
By the Sword,1991,6.4,10925906.0,Italian Americans,{'United States of America'},False
Bye Bye Birdie,1963,6.6,16358705.0,Dutch Americans,{'United States of America'},True
Bye Bye Blackbird,2005,5.7,29067556.0,English people,"{'Luxembourg', 'United Kingdom', 'Austria', 'Germany'}",False
Bye Bye Love,1995,6.2,11841381.0,Cajun,{'United States of America'},False
Bye Bye Monkey,1978,6.3,6373750.0,Italians,"{'Italy', 'France'}",False
Byomkesh Bakshi,2010,7.4,35294692.0,Indian,{'India'},False
Byzantium,2012,6.5,35571053.0,Irish Americans,{'United Kingdom'},False
Bárbara,1980,6.8,23879567.0,Italians,{'Argentina'},False
C Kkompany,2008,5.5,18964317.0,Indian,{'India'},False
C.H.U.D.,1984,5.6,1305819.0,White Americans,{'United States of America'},False
C.I.D.,1956,7.1,5090583.0,Pakistanis,{'India'},False
C.I.D.,1990,4.7,31197106.0,Indian,{'India'},False
CB4,1993,6.2,1316128.0,African Americans,{'United States of America'},False
"CID Unnikrishnan B.A., B.Ed.",1994,6.8,25924200.0,Indian,{'India'},False
CQ,2001,6.2,1584791.0,French,"{'United States of America', 'Luxembourg', 'Italy', 'France'}",False
Cabaret,1972,7.8,236691.0,English people,{'United States of America'},True
Cabeza de Vaca,1991,6.9,10101998.0,Mexicans,"{'United States of America', 'United Kingdom', 'Mexico', 'Spain'}",False
Cabin Boy,1994,5.3,99948.0,English people,{'United States of America'},False
Cabin Fever,2002,5.6,542094.0,Jewish people,{'United States of America'},False
Caché,2005,7.3,3035900.0,French,"{'Austria', 'Germany', 'France', 'Italy', 'United States of America'}",False
Cactus,2008,5.7,22831361.0,Australians,{'Australia'},False
Cactus Flower,1969,7.2,10160738.0,Swedish Americans,{'United States of America'},True
Caddyshack,1980,7.2,217982.0,Irish Americans,{'United States of America'},False
Caddyshack II,1988,3.8,600820.0,African Americans,{'United States of America'},False
Cadence,1990,6.5,3389311.0,African Americans,{'United States of America'},False
Cadillac Man,1990,5.7,7003785.0,Chinese Americans,{'United States of America'},False
Cadillac Records,2008,7.0,16627853.0,Hungarian Americans,{'United States of America'},False
Caesar and Cleopatra,1945,6.2,1637006.0,British Americans,{'United Kingdom'},True
Cafe Isobe,2008,6.7,26987367.0,Japanese people,{'Japan'},False
Caffeine,2006,5.4,3448460.0,Germans,{'United States of America'},False
Café Elektric,1927,6.3,11538757.0,German Americans,{'Austria'},False
Café Express,1980,7.0,19162048.0,Italians,{'Italy'},False
Caged Heat,1974,5.3,2631972.0,White Americans,{'United States of America'},False
Cairo,1942,6.1,21742948.0,Irish people,{'United States of America'},False
Cairo Road,1950,5.4,24289979.0,Jewish people,{'United Kingdom'},False
Cairo Time,2009,6.6,24449669.0,Sudanese Arabs,"{'Canada', 'Ireland', 'Egypt'}",False
Cake,2005,4.9,3570864.0,White Americans,"{'United States of America', 'Canada'}",False
Cake: A Wedding Story,2007,6.4,9854621.0,Spanish Americans,{'United States of America'},False
Cal,1984,6.6,7352183.0,English people,"{'Ireland', 'United Kingdom'}",False
Calcutta 71,1972,8.1,21885119.0,Bengali,{'India'},False
Calcutta Mail,2003,5.7,5309887.0,Indian,{'India'},False
Calcutta News,2008,6.4,16178751.0,Indian,{'India'},False
Calendar,1993,6.7,14545140.0,Lebanese,"{'Canada', 'Germany', 'Armenia'}",False
Calendar,2009,4.1,25927269.0,Indian,{'India'},False
Calendar Girl,1993,5.1,4021666.0,British Americans,{'United States of America'},False
Calendar Girls,2003,6.9,326982.0,English people,"{'United States of America', 'United Kingdom'}",False
California Conquest,1952,5.2,33590170.0,Jewish people,{'United States of America'},False
California Dreaming,1979,5.8,22863682.0,Irish Americans,{'United States of America'},False
California Dreaming,2007,3.4,14222317.0,White Americans,{'United States of America'},False
California Split,1974,7.1,4537586.0,Jewish people,{'United States of America'},False
California Suite,1978,6.2,7769076.0,Germans,{'United States of America'},True
Caligula,1979,5.3,243204.0,Irish migration to Great Britain,"{'United States of America', 'Italy'}",False
Call + Response,2008,7.4,19853477.0,English people,{'United States of America'},False
Call Girl,1974,6.5,20903035.0,Indian,{'India'},False
Call Me,1988,5.3,12639975.0,Italian Americans,{'United States of America'},False
Call Me Bwana,1963,5.3,925951.0,Swedes,{'United Kingdom'},False
Call Northside 777,1948,7.4,1611590.0,Scottish Americans,{'United States of America'},False
Call of the Flesh,1930,5.5,13064064.0,Mexicans,{'United States of America'},False
Call of the Wild,2009,5.3,24665904.0,Cherokee,{'United States of America'},False
Callas Forever,2002,6.4,14719603.0,English people,"{'France', 'Spain', 'United Kingdom', 'Italy', 'Romania'}",False
Calle 54,2000,7.4,8422974.0,Stateside Puerto Ricans,"{'Mexico', 'France', 'Spain', 'Italy', 'Belgium'}",False
Calling Dr. Death,1943,6.1,9803131.0,Irish Americans,{'United States of America'},False
Camelot,1967,6.6,3493076.0,Irish people,{'United States of America'},True
Cameron's Closet,1988,5.0,21870282.0,German Americans,"{'United States of America', 'United Kingdom'}",False
Camilla,1994,6.0,22642392.0,White Americans,"{'Canada', 'United Kingdom'}",False
Camille,1917,6.0,8075874.0,Jewish people,{'United States of America'},True
Camille,1921,6.5,4472408.0,Italians,{'United States of America'},True
Camille,1926,5.1,8075960.0,Jewish people,{'United States of America'},True
Camille,1936,7.3,8068462.0,Swedes,{'United States of America'},True
Camille Claudel,1988,7.3,760738.0,French,{'France'},True
Camille Rewinds,2012,6.2,35644709.0,French,{'France'},False
Camouflage,2001,4.6,12006193.0,English people,{'United States of America'},False
Camp,2003,6.2,2302751.0,Irish people,{'United States of America'},False
Camp Hell,2010,3.4,31802616.0,Jewish people,{'United States of America'},False
Camp Nowhere,1994,6.1,4605171.0,Irish Americans,{'United States of America'},False
Campane a martello,1949,6.5,18760125.0,Italians,{'Italy'},False
Campfire Tales,1997,5.8,2274590.0,Australian Americans,{'United States of America'},False
Camping Cosmos,1996,5.6,7941624.0,French,{'Belgium'},False
Can She Bake a Cherry Pie?,1983,5.5,23289657.0,English Americans,{'United States of America'},False
Can This Be Love,2005,6.1,13269529.0,Chinese Filipino,{'Philippines'},False
Can't Buy Me Love,1987,6.8,4048011.0,Irish Americans,{'United States of America'},False
Can't Hardly Wait,1998,6.5,475977.0,Scottish Americans,{'United States of America'},False
Can't Stop Dancing,1999,4.2,12569658.0,Jewish people,{'United States of America'},False
Can't Stop the Music,1980,4.3,2220694.0,American Jews,{'United States of America'},False
Can-Can,1960,6.3,6739487.0,Jewish people,{'United States of America'},True
Canadian Bacon,1995,5.9,679577.0,African Americans,{'United States of America'},False
Cancel My Reservation,1972,4.9,26628860.0,Irish Americans,{'United States of America'},False
Canción de juventud,1962,6.2,5747189.0,Spaniards,{'Spain'},False
Candleshoe,1977,6.7,2225976.0,English Americans,"{'United States of America', 'United Kingdom'}",False
Candy,1968,5.1,1262718.0,Welsh people,"{'United States of America', 'Italy', 'France'}",False
Candy,2006,7.2,2511267.0,Australians,{'Australia'},False
Candy Mountain,1987,6.4,12640256.0,Irish Americans,"{'Canada', 'France'}",False
Candyman,1992,6.7,1256990.0,Danes,{'United States of America'},False
Candyman: Farewell to the Flesh,1995,5.2,5106720.0,African Americans,{'United States of America'},False
Cannery Row,1982,6.6,2009848.0,White Americans,{'United States of America'},False
Cannibal Holocaust,1980,5.8,513149.0,Uruguayans,{'Italy'},False
Cannibal Women in the Avocado Jungle of Death,1989,4.8,1846857.0,Armenians,{'United States of America'},False
Cannonball Run II,1984,5.1,583758.0,Mexican Americans,{'United States of America'},False
Canone Inverso,2000,7.1,25682451.0,English people,{'Italy'},False
Canvas,2006,6.5,13706801.0,Italian Americans,{'United States of America'},False
Canvas,2010,4.2,27475672.0,Malayali,{'India'},False
Canyon Passage,1946,6.9,16201787.0,Swedish Americans,{'United States of America'},True
Cape Fear,1962,7.7,171029.0,Greek Americans,{'United States of America'},True
Cape Fear,1991,7.3,171026.0,Scottish Americans,{'United States of America'},True
Cape of Good Hope,2004,6.9,9244646.0,French,"{'United States of America', 'South Africa'}",False
Capone,1975,5.7,11064164.0,Italian Americans,"{'United States of America', 'Canada'}",False
Capote,2005,7.3,3276167.0,Irish Americans,"{'United States of America', 'Canada'}",True
Caprice,1967,5.5,10469675.0,Irish people,{'United States of America'},False
Capricorn One,1977,6.8,172278.0,Jewish people,"{'United States of America', 'United Kingdom'}",False
Captain America,1990,3.2,4557151.0,Iraqi Americans,"{'United States of America', 'Yugoslavia'}",False
Captain America: The First Avenger,2011,6.9,26999426.0,Irish Americans,{'United States of America'},False
Captain Blood,1935,7.7,61481.0,Irish Americans,{'United States of America'},True
Captain Boycott,1947,6.4,1250196.0,Irish people,{'United Kingdom'},False
Captain Corelli's Mandolin,2001,5.9,8401840.0,Spaniards,"{'United States of America', 'United Kingdom', 'France'}",False
Captain Fury,1939,6.1,20631821.0,Jewish people,{'United States of America'},True
Captain Hima,2008,4.6,25879929.0,Egyptians,{'Egypt'},False
Captain Horatio Hornblower,1951,7.3,1022698.0,Scottish Americans,"{'United States of America', 'United Kingdom'}",False
Captain Jack,1999,6.1,21308895.0,English people,{'United Kingdom'},False
Captain January,1936,7.0,8174590.0,Danish Americans,{'United States of America'},False
Captain Kidd,1945,6.3,6196919.0,Jewish people,{'United States of America'},True
Captain Kidd and the Slave Girl,1954,5.3,14714119.0,Hungarians,{'United States of America'},False
"Captain Newman, M.D.",1963,6.9,1365691.0,Hungarian Americans,{'United States of America'},True
Captain Prabhakaran,1991,7.2,20479983.0,Indian,{'India'},False
Captain Ron,1992,5.8,4179081.0,Puerto Ricans,{'United States of America'},False
Captain Scarface,1953,4.7,24052085.0,African Americans,{'United States of America'},False
Captain Tugboat Annie,1945,6.3,9140497.0,African Americans,{'United States of America'},False
Captain Video: Master of the Stratosphere,1951,5.4,3549468.0,Scottish Americans,{'United States of America'},False
Captain from Castile,1947,6.8,12441423.0,French Americans,{'United States of America'},True
Captains Courageous,1937,7.9,4015188.0,Scottish Americans,{'United States of America'},True
Captains of the Clouds,1942,6.4,6693390.0,Irish Americans,{'United States of America'},True
Captifs,2010,5.3,28014469.0,French,{'France'},False
Captive,1998,4.6,23241533.0,English people,{'Canada'},False
Captive of the Desert,1990,6.4,23876932.0,French,{'France'},False
Captives,1994,6.2,11358526.0,English people,{'United Kingdom'},False
Captured!,1933,6.5,24465420.0,Jewish people,{'United States of America'},False
